Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Offender_Number,Person_Type,Victim_Race,Victim_Gender,Victim_Age,Victim_Number,Victim_Fatal_Status,Hate_Crime,Report_Type,address,GNOCDC_LAB,pop
F-12919-18,3,Saint Bernard Av & Gentilly Bd,CLOSED,966,DRUG LAW VIOLATION,6/11/2018 11:04,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,33,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"Saint Bernard Av & Gentilly Bd., New Orleans, LA",ST. BERNARD AREA,8349
E-17148-18,5,17XX N Claiborne Av,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),5/13/2018 23:00,14 35.3,DOMESTIC ABUSE BATTERY,HISPANIC,MALE,34,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"1700 N Claiborne Av., New Orleans, LA",SEVENTH WARD,23878
A-02001-18,8,6XX Loyola Av,OPEN,21P,LOST PROPERTY,1/1/2018 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"600 Loyola Av., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
E-36214-18,3,46XX Lafaye St,OPEN,42,AGGRAVATED RAPE,5/29/2018 10:30,14 42.1,SECOND DEGREE RAPE,NA,NA,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"4600 Lafaye St., New Orleans, LA",GENTILLY TERRACE,23183
H-15610-18,5,25XX Elysian Fields Av,OPEN,67S,SHOPLIFTING,8/7/2018 13:02,14 67,THEFT,WHITE,MALE,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2500 Elysian Fields Av., New Orleans, LA",SEVENTH WARD,23878
I-31821-18,2,30XX Pine St,OPEN,21P,LOST PROPERTY,9/25/2018 20:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"3000 Pine St., New Orleans, LA",MARLYVILLE - FONTAINEBLEAU,20273
C-13338-18,5,22XX Almonaster Av,CLOSED,103,DISTURBANCE,3/11/2018 19:25,54 403,DISTURBING THE PEACE,BLACK,MALE,43,2,VICTIM,BLACK,MALE,73,1,Non-fatal,NA,Incident Report,"2200 Almonaster Av., New Orleans, LA",ST. ROCH,32067
F-12424-18,6,14XX Saint Andrew St R,OPEN,103D,DISTURBANCE (DOMESTIC),6/10/2018 23:40,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,39,1,Non-fatal,NA,Incident Report,"1400 Saint Andrew St R., New Orleans, LA",LOWER GARDEN DISTRICT,18708
B-28485-18,5,32XX Pauger St,OPEN,21P,LOST PROPERTY,2/23/2018 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"3200 Pauger St., New Orleans, LA",SEVENTH WARD,23878
I-07606-18,7,72XX Yorktown Dr,OPEN,103,DISTURBANCE,9/5/2018 13:00,NA,NA,NA,NA,NA,NA,WITNESS,BLACK,MALE,14,2,Non-fatal,NA,Incident Report,"7200 Yorktown Dr., New Orleans, LA",LITTLE WOODS,44947
L-39848-18,8,2XX Baronne St,CLOSED,67,THEFT,12/31/2018 4:30,NA,NA,BLACK,MALE,33,1,REPORTING PERSON,BLACK,MALE,30,2,Non-fatal,NA,Supplemental Report,"200 Baronne St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
E-09200-18,7,140XX Linden St,OPEN,103D,DISTURBANCE (DOMESTIC),5/7/2018 3:13,NA,NA,NA,NA,NA,NA,VICTIM,NA,FEMALE,NA,1,Non-fatal,NA,Incident Report,"14000 Linden St., New Orleans, LA",LITTLE WOODS,44947
G-09591-18,4,Berkley Dr & Pittari Pl,OPEN,103D,DISTURBANCE (DOMESTIC),7/8/2018 15:20,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,29,1,Non-fatal,NA,Incident Report,"Berkley Dr & Pittari Pl., New Orleans, LA",NA,NA
L-06217-18,8,6XX Carondelet St,OPEN,21P,LOST PROPERTY,12/5/2018 20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"600 Carondelet St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
I-12001-18,3,33XX Clermont St,OPEN,103D,DISTURBANCE (DOMESTIC),9/10/2018 20:18,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,34,3,Non-fatal,NA,Incident Report,"3300 Clermont St., New Orleans, LA",GENTILLY TERRACE,23183
D-32820-18,8,12XX Decatur St,CLOSED,67S,SHOPLIFTING,4/27/2018 16:50,54 186,THEFT,WHITE,MALE,29,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1200 Decatur St., New Orleans, LA",FRENCH QUARTER,15172
J-24177-18,7,48XX Alcee Fortier Bd,OPEN,103,DISTURBANCE,10/19/2018 18:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,37,1,Non-fatal,NA,Incident Report,"4800 Alcee Fortier Bd., New Orleans, LA",VILLAGE DE LEST,25445
B-28769-18,8,3XX Bourbon,CLOSED,21,MISCELLANEOUS INCIDENT,2/23/2018 11:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,23,1,Non-fatal,NA,Incident Report,"300 Bourbon., New Orleans, LA",FRENCH QUARTER,15172
D-25197-18,8,6XX Carondelet St,OPEN,21P,LOST PROPERTY,4/21/2018 2:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"600 Carondelet St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
J-28781-18,4,36XX Macarthur Bd,OPEN,35,SIMPLE BATTERY,10/23/2018 15:30,NA,NA,BLACK,MALE,NA,3,WITNESS,BLACK,MALE,28,1,Non-fatal,NA,Incident Report,"3600 Macarthur Bd., New Orleans, LA",BEHRMAN,25562
B-15329-18,7,105XX Curran Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/13/2018 2:00,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,BLACK,FEMALE,41,1,Non-fatal,NA,Incident Report,"10500 Curran Bd., New Orleans, LA",LITTLE WOODS,44947
D-01105-18,3,53XX Bancroft St,CLOSED,966,DRUG LAW VIOLATION,4/1/2018 21:02,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,BLACK,MALE,16,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"5300 Bancroft St., New Orleans, LA",FILMORE,19005
G-24697-18,5,25XX Saint Anthony St,OPEN,56,SIMPLE CRIMINAL DAMAGE,7/20/2018 3:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,UNKNOWN,NA,NA,1,VICTIM,BLACK,FEMALE,41,1,Non-fatal,NA,Incident Report,"2500 Saint Anthony St., New Orleans, LA",SEVENTH WARD,23878
E-28446-18,5,N Broad St & Saint Bernard Av,CLOSED,35,SIMPLE BATTERY,5/23/2018 5:25,54 96,BATTERY,BLACK,MALE,53,1,VICTIM,BLACK,FEMALE,37,1,Non-fatal,NA,Incident Report,"N Broad St & Saint Bernard Av., New Orleans, LA",NA,NA
H-32908-18,8,4XX Andrew Higgins St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),8/26/2018 1:00,NA,NA,BLACK,MALE,NA,3,WITNESS,BLACK,MALE,NA,1,Non-fatal,NA,Incident Report,"400 Andrew Higgins St., New Orleans, LA",LOWER GARDEN DISTRICT,18708
D-16828-18,5,10XX Tricou St,OPEN,103D,DISTURBANCE (DOMESTIC),4/14/2018 19:20,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,30,0,Non-fatal,NA,Incident Report,"1000 Tricou St., New Orleans, LA",HOLY CROSS,12942
C-05680-18,7,78XX Sail St,OPEN,103D,DISTURBANCE (DOMESTIC),3/5/2018 16:45,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,47,2,Non-fatal,NA,Incident Report,"7800 Sail St., New Orleans, LA",LITTLE WOODS,44947
J-08453-18,4,53XX Berkley Dr,OPEN,38,SIMPLE ASSAULT,10/7/2018 10:35,54 97,ASSAULT,BLACK,MALE,29,1,VICTIM,BLACK,MALE,30,1,Non-fatal,NA,Incident Report,"5300 Berkley Dr., New Orleans, LA",OLD AURORA,40130
C-37632-18,1,18XX Lafitte St,OPEN,103,DISTURBANCE,3/30/2018 17:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,MALE,21,1,Non-fatal,NA,Incident Report,"1800 Lafitte St., New Orleans, LA",TREME - LAFITTE,18492
I-36151-18,5,22XX Saint Claude Av,CLOSED,35,SIMPLE BATTERY,9/29/2018 1:25,14 34.2,BATTERY OF A POLICE OFFICER,BLACK,MALE,42,1,VICTIM,BLACK,FEMALE,37,1,Non-fatal,NA,Incident Report,"2200 Saint Claude Av., New Orleans, LA",MARIGNY,11334
B-30505-18,8,2XX Royal St,CLOSED,17F,FUGITIVE ATTACHMENT,2/25/2018 12:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,33,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"200 Royal St., New Orleans, LA",FRENCH QUARTER,15172
H-28357-18,8,10XX Saint Louis St,CLOSED,966,DRUG LAW VIOLATION,8/22/2018 16:00,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),WHITE,FEMALE,26,3,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1000 Saint Louis St., New Orleans, LA",FRENCH QUARTER,15172
A-02237-18,4,130XX Patterson Rd,CLOSED,63,TRESPASSING,1/2/2018 18:30,NA,NA,WHITE,MALE,23,1,INTERVIEW,WHITE,MALE,23,3,Non-fatal,NA,Incident Report,"13000 Patterson Rd., New Orleans, LA",NEW AURORA - ENGLISH TURN,18524
D-25687-18,8,5XX Governor Nicholls St,OPEN,35,SIMPLE BATTERY,4/22/2018 0:15,NA,NA,BLACK,MALE,NA,1,WITNESS,WHITE,FEMALE,19,4,Non-fatal,NA,Incident Report,"500 Governor Nicholls St., New Orleans, LA",FRENCH QUARTER,15172
L-16674-18,7,67XX Bundy Rd,CLOSED,37D,AGGRAVATED ASSAULT (DOMESTIC),12/13/2018 14:22,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,25,1,VICTIM,BLACK,FEMALE,46,1,Non-fatal,NA,Supplemental Report,"6700 Bundy Rd., New Orleans, LA",LITTLE WOODS,44947
H-13408-18,1,14XX N Derbigny,OPEN,67F,THEFT BY FRAUD,7/18/2018 10:00,14 67.16,IDENTITY THEFT,NA,NA,NA,1,VICTIM,BLACK,MALE,43,1,Non-fatal,NA,Incident Report,"1400 N Derbigny., New Orleans, LA",SEVENTH WARD,23878
I-29704-18,7,75XX Shorewood Bd,OPEN,67A,AUTO THEFT,9/24/2018 1:45,14 67.26,THEFT OF A MOTOR VEHICLE,NA,NA,NA,1,VICTIM,BLACK,FEMALE,32,1,Non-fatal,NA,Incident Report,"7500 Shorewood Bd., New Orleans, LA",LITTLE WOODS,44947
L-18557-18,8,1XX Bourbon St,OPEN,67P,PICKPOCKET,12/14/2018 21:05,14 67,THEFT,BLACK,MALE,NA,1,VICTIM,WHITE,FEMALE,53,1,Non-fatal,NA,Incident Report,"100 Bourbon St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
F-12773-18,6,19XX Tchoupitoulas St,CLOSED,67F,THEFT BY FRAUD,4/29/2018 19:00,14 67,THEFT,WHITE,FEMALE,49,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1900 Tchoupitoulas St., New Orleans, LA",ST. THOMAS DEV,9002
D-28769-18,2,32XX Leonidas St,OPEN,21J,MISSING/RUNAWAY JUVENILE,4/24/2018 7:00,NA,NA,BLACK,FEMALE,17,1,REPORTING PERSON,BLACK,FEMALE,44,2,Non-fatal,NA,Supplemental Report,"3200 Leonidas St., New Orleans, LA",HOLLYGROVE,11723
L-09512-18,8,6XX Bourbon St,OPEN,21P,LOST PROPERTY,12/8/2018 1:24,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,MALE,NA,2,Non-fatal,NA,Incident Report,"600 Bourbon St., New Orleans, LA",FRENCH QUARTER,15172
H-15650-18,2,45XX Elba St,OPEN,62,SIMPLE BURGLARY,8/12/2018 17:00,NA,NA,WHITE,MALE,NA,1,REPORTING PERSON,WHITE,MALE,61,1,Non-fatal,NA,Incident Report,"4500 Elba St., New Orleans, LA",BROADMOOR,15376
A-02622-18,1,6XX S Telemachus St,OPEN,103,DISTURBANCE,1/3/2018 2:30,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,49,1,Non-fatal,NA,Incident Report,"600 S Telemachus St., New Orleans, LA",MID-CITY,29937
D-01625-18,2,62XX S Claiborne Av,CLOSED,67S,SHOPLIFTING,4/2/2018 11:08,54 186,THEFT,BLACK,MALE,42,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"6200 S Claiborne Av., New Orleans, LA",AUDUBON,37946
A-05067-18,6,12XX S Salcedo St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/5/2018 7:15,NA,NA,BLACK,MALE,54,1,VICTIM,BLACK,FEMALE,30,1,Non-fatal,NA,Incident Report,"1200 S Salcedo St., New Orleans, LA",GERT TOWN,22081
F-03233-18,1,1XX N Genois St,OPEN,103D,DISTURBANCE (DOMESTIC),6/2/2018 16:45,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,MALE,25,1,Non-fatal,NA,Incident Report,"100 N Genois St., New Orleans, LA",MID-CITY,29937
G-32692-18,5,11XX Poland Av,OPEN,67S,SHOPLIFTING,7/26/2018 17:04,NA,NA,BLACK,FEMALE,NA,1,VICTIM,BLACK,FEMALE,44,1,Non-fatal,NA,Incident Report,"1100 Poland Av., New Orleans, LA",BYWATER,25185
E-04500-18,1,20XX Poydras St,OPEN,67A,AUTO THEFT,5/4/2018 2:46,14 67.26,THEFT OF A MOTOR VEHICLE,WHITE,MALE,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2000 Poydras St., New Orleans, LA",TULANE - GRAVIER,17445
E-12038-18,3,Palmetto St & Airline Hw,OPEN,29S,SUICIDE,5/10/2018 2:15,NA,NA,NA,NA,NA,NA,VICTIM,WHITE,MALE,28,1,Fatal,NA,Incident Report,"Palmetto St & Airline Hw., New Orleans, LA",NA,NA
H-14938-18,2,32XX Cambronne St B,OPEN,103D,DISTURBANCE (DOMESTIC),8/12/2018 17:11,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,MALE,30,1,Non-fatal,NA,Incident Report,"3200 Cambronne St B., New Orleans, LA",HOLLYGROVE,11723
D-08321-18,4,11XX Hendee St,OPEN,103D,DISTURBANCE (DOMESTIC),4/7/2018 16:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,34,1,Non-fatal,NA,Incident Report,"1100 Hendee St., New Orleans, LA",BEHRMAN,25562
J-25644-18,1,30XX Palmyra St,OPEN,103D,DISTURBANCE (DOMESTIC),10/20/2018 22:20,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,35,2,Non-fatal,NA,Incident Report,"3000 Palmyra St., New Orleans, LA",MID-CITY,29937
G-03649-18,2,S Broad St & Fontainebleau Dr,CLOSED,21,MISCELLANEOUS INCIDENT,7/4/2018 4:30,COURT CAPIAS,CDC WARRANT#,BLACK,MALE,53,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"S Broad St & Fontainebleau Dr., New Orleans, LA",NA,NA
F-28797-18,8,3XX Royal St,OPEN,21,MISCELLANEOUS INCIDENT,6/24/2018 3:40,NA,NA,NA,NA,NA,NA,REPORTING PERSON,NA,NA,NA,1,Non-fatal,NA,Incident Report,"300 Royal St., New Orleans, LA",FRENCH QUARTER,15172
J-02560-18,7,68XX Mayo Bd B,OPEN,37,AGGRAVATED ASSAULT,10/2/2018 21:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,FEMALE,24,1,VICTIM,BLACK,MALE,44,1,Non-fatal,NA,Supplemental Report,"6800 Mayo Bd B., New Orleans, LA",WEST LAKE FOREST,25071
G-11791-18,1,13XX N Derbigny St,OPEN,56,SIMPLE CRIMINAL DAMAGE,7/9/2018 22:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NA,NA,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1300 N Derbigny St., New Orleans, LA",TREME - LAFITTE,18492
F-14040-18,1,26XX Canal St,OPEN,67F,THEFT BY FRAUD,5/28/2018 0:00,NA,NA,BLACK,MALE,46,1,REPORTING PERSON,WHITE,FEMALE,NA,2,Non-fatal,NA,Incident Report,"2600 Canal St., New Orleans, LA",TULANE - GRAVIER,17445
F-03598-18,4,General Meyer Av & Elizardi Bd,CLOSED,966,DRUG LAW VIOLATION,6/3/2018 22:53,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,20,2,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"General Meyer Av & Elizardi Bd., New Orleans, LA",OLD AURORA,40130
K-33039-18,2,44XX S Claiborne Av,OPEN,67S,SHOPLIFTING,11/25/2018 8:30,14 67.10,THEFT OF GOODS,BLACK,MALE,NA,3,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"4400 S Claiborne Av., New Orleans, LA",FRERET,11419
A-28587-18,7,75XX Vanderkloot St,OPEN,103D,DISTURBANCE (DOMESTIC),1/25/2018 6:04,NA,NA,BLACK,MALE,31,1,INTERVIEW,WHITE,MALE,NA,5,Non-fatal,NA,Incident Report,"7500 Vanderkloot St., New Orleans, LA",LITTLE WOODS,44947
H-22100-18,3,41XX S Carrollton Av,CLOSED,21,MISCELLANEOUS INCIDENT,8/17/2018 20:37,NA,NA,NA,NA,NA,NA,REPORTING PERSON,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"4100 S Carrollton Av., New Orleans, LA",MID-CITY,29937
B-13920-18,6,28XX Dryades St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/12/2018 2:00,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,BLACK,MALE,44,2,Non-fatal,NA,Incident Report,"2800 Dryades St., New Orleans, LA",CENTRAL CITY,35385
E-25464-18,8,1XX Baronne St,CLOSED,35,SIMPLE BATTERY,5/20/2018 20:57,14 108,RESISTING AN OFFICER,BLACK,MALE,43,1,VICTIM,NA,NA,NA,3,Non-fatal,NA,Incident Report,"100 Baronne St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
E-39746-18,5,25XX N Galvez St,OPEN,103D,DISTURBANCE (DOMESTIC),5/30/2018 8:20,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,53,2,Non-fatal,NA,Incident Report,"2500 N Galvez St., New Orleans, LA",ST. ROCH,32067
C-32020-18,4,General De Gaulle Dr & Shirley Dr,CLOSED,103,DISTURBANCE,3/26/2018 13:20,54 403,DISTURBING THE PEACE,WHITE,MALE,42,2,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"General De Gaulle Dr & Shirley Dr., New Orleans, LA",BEHRMAN,25562
D-06457-18,8,7XX Bourbon St,CLOSED,966,DRUG LAW VIOLATION,4/6/2018 1:23,NA,NA,BLACK,MALE,22,1,INTERVIEW,BLACK,MALE,58,3,Non-fatal,NA,Incident Report,"700 Bourbon St., New Orleans, LA",FRENCH QUARTER,15172
H-09382-18,3,25XX Madrid St 2,CLOSED,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),8/8/2018 11:02,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,29,1,VICTIM,BLACK,FEMALE,31,1,Non-fatal,NA,Incident Report,"2500 Madrid St 2., New Orleans, LA",MILNEBURG,14607
F-30258-18,2,General Ogden St & Colapissa St,CLOSED,966,DRUG LAW VIOLATION,6/25/2018 13:00,40 968,PROHIBITED ACTS-- SCHEDULE III DRUGS,BLACK,MALE,43,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"General Ogden St & Colapissa St., New Orleans, LA",HOLLYGROVE,11723
B-10381-18,5,18XX Pauline St,OPEN,103M,DISTURBANCE (MENTAL),2/9/2018 18:12,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,37,1,Non-fatal,NA,Incident Report,"1800 Pauline St., New Orleans, LA",ST. CLAUDE,18616
I-36830-18,6,S Tonti St & Washington Av,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),9/29/2018 13:00,14 59,CRIMINAL MISCHIEF,BLACK,MALE,14,1,VICTIM,BLACK,FEMALE,49,1,Non-fatal,NA,Supplemental Report,"S Tonti St & Washington Av., New Orleans, LA",CENTRAL CITY,35385
H-02147-18,2,86XX Jeannette St,OPEN,21,MISCELLANEOUS INCIDENT,8/2/2018 15:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,39,1,Non-fatal,NA,Incident Report,"8600 Jeannette St., New Orleans, LA",LEONIDAS,21271
I-04585-18,5,31XX N Robertson St,OPEN,35,SIMPLE BATTERY,9/4/2018 20:44,54 96,BATTERY,BLACK,FEMALE,NA,1,VICTIM,BLACK,FEMALE,53,1,Non-fatal,NA,Incident Report,"3100 N Robertson St., New Orleans, LA",ST. CLAUDE,18616
K-29149-18,5,39XX N Claiborne Av,OPEN,21,MISCELLANEOUS INCIDENT,11/22/2018 10:45,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,MALE,31,1,Non-fatal,NA,Incident Report,"3900 N Claiborne Av., New Orleans, LA",ST. CLAUDE,18616
G-02650-18,3,XX Flamingo St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),6/30/2018 4:31,NA,NA,BLACK,MALE,NA,1,VICTIM,WHITE,MALE,51,1,Non-fatal,NA,Incident Report,"00 Flamingo St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
E-14723-18,3,11XX Milton St,CLOSED,17J,JUVENILE ATTACHMENT,5/12/2018 5:18,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,19,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1100 Milton St., New Orleans, LA",ST. BERNARD AREA,8349
C-38125-18,3,14XX Wakefield Pl,OPEN,62C,SIMPLE BURGLARY (VEHICLE),3/31/2018 5:00,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,WHITE,FEMALE,34,1,Non-fatal,NA,Incident Report,"1400 Wakefield Pl., New Orleans, LA",FILMORE,19005
I-16854-18,7,68XX Parc Brittany Bd J181,OPEN,81,INDECENT BEHAVIOR WITH A JUVENILE,9/14/2018 9:30,NA,NA,NA,NA,NA,NA,VICTIM,NA,NA,12,1,Non-fatal,NA,Incident Report,"6800 Parc Brittany Bd J181., New Orleans, LA",WEST LAKE FOREST,25071
E-16425-18,7,76XX Ebbtide Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),5/13/2018 18:45,NA,NA,BLACK,MALE,NA,1,VICTIM,BLACK,FEMALE,43,1,Non-fatal,NA,Incident Report,"7600 Ebbtide Dr., New Orleans, LA",LITTLE WOODS,44947
E-27091-18,1,24XX Onzaga St,CLOSED,37,AGGRAVATED ASSAULT,5/22/2018 7:20,14 37,AGG. ASSAULT,BLACK,MALE,29,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"2400 Onzaga St., New Orleans, LA",SEVENTH WARD,23878
A-06137-18,3,44XX Chef Menteur Hw,CLOSED,17F,FUGITIVE ATTACHMENT,1/6/2018 1:22,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,29,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"4400 Chef Menteur Hw., New Orleans, LA",DESIRE AREA,17275
G-34247-18,4,37XX Garden Oaks Dr 284,OPEN,103D,DISTURBANCE (DOMESTIC),7/27/2018 21:33,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,31,1,Non-fatal,NA,Incident Report,"3700 Garden Oaks Dr 284., New Orleans, LA",TALL TIMBERS - BRECHTEL,35314
L-18007-18,1,33XX Canal St,CLOSED,27-67F,ATTEMPTED FRAUD,12/14/2018 13:00,NA,NA,BLACK,MALE,56,1,REPORTING PERSON,NA,NA,27,2,Non-fatal,NA,Incident Report,"3300 Canal St., New Orleans, LA",MID-CITY,29937
H-14917-18,4,54XX Tullis Dr,OPEN,103,DISTURBANCE,8/12/2018 16:50,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,15,3,Non-fatal,NA,Incident Report,"5400 Tullis Dr., New Orleans, LA",TALL TIMBERS - BRECHTEL,35314
A-24132-18,5,15XX Tennessee St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/19/2018 16:26,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,28,1,VICTIM,BLACK,FEMALE,33,1,Non-fatal,NA,Supplemental Report,"1500 Tennessee St., New Orleans, LA",LOWER NINTH WARD,9228
I-17762-18,8,6XX Bourbon St,OPEN,67,THEFT,9/14/2018 22:30,14 67,THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,43,1,Non-fatal,NA,Incident Report,"600 Bourbon St., New Orleans, LA",FRENCH QUARTER,15172
I-14502-18,3,43XX Rayne Dr,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),9/12/2018 14:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,24,1,VICTIM,BLACK,MALE,28,1,Non-fatal,NA,Supplemental Report,"4300 Rayne Dr., New Orleans, LA",DILLARD,14753
H-16908-18,2,83XX Palm St,CLOSED,21J,MISSING/RUNAWAY JUVENILE,8/14/2018 3:30,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,30,2,Non-fatal,NA,Incident Report,"8300 Palm St., New Orleans, LA",GERT TOWN,22081
D-12986-18,6,20XX S Claiborne Av,OPEN,67B,BICYCLE THEFT,4/11/2018 15:32,14 67,THEFT,BLACK,MALE,NA,1,VICTIM,BLACK,MALE,22,1,Non-fatal,NA,Incident Report,"2000 S Claiborne Av., New Orleans, LA",CENTRAL CITY,35385
D-07257-18,2,26XX Dante St,CLOSED,79,VIOLATION OF PROTECTIVE ORDERS,4/5/2018 19:15,14 79,VIOLATIONS OF PROTECTIVE ORDERS,BLACK,MALE,48,1,VICTIM,BLACK,MALE,44,1,Non-fatal,NA,Supplemental Report,"2600 Dante St., New Orleans, LA",LEONIDAS,21271
B-12111-18,4,26XX General Meyer Av,OPEN,35,SIMPLE BATTERY,2/10/2018 19:00,14 35,SIMPLE BATTERY,BLACK,FEMALE,NA,3,VICTIM,BLACK,FEMALE,14,1,Non-fatal,NA,Incident Report,"2600 General Meyer Av., New Orleans, LA",U.S. NAVAL BASE,18304
H-25439-18,4,XX Five Oaks Dr,OPEN,21,MISCELLANEOUS INCIDENT,8/19/2018 20:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,0,1,Non-fatal,NA,Incident Report,"00 Five Oaks Dr., New Orleans, LA",OLD AURORA,40130
B-07368-18,6,12XX S Derbigny St,OPEN,67,THEFT,2/6/2018 14:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"1200 S Derbigny St., New Orleans, LA",B. W. COOPER,7821
